tech_survey_start_date,tech_survey_end_date,id_respondent,tech_consent,ses_citizenship,tech_yob_quota,tech_age_screening,ses_gender,ses_province,ses_education,op_democracy_satisfaction,op_most_important_issue_text,op_most_important_local_issue_text,op_important_issue_party_other_text,op_important_local_issue_party_other_text,behav_vote_choice_other_text,behav_vote_choice_pr_other_text,behav_vote_unlikely_other_text,behav_vote_unlikely_pr_other_text,behav_vote_advance_other_text,behav_vote_lean_other_text,behav_vote_lean_pr_other_text,behav_second_choice_other_text,behav_second_choice_pr_other_text,behav_not_vote_for_other_text,op_political_interest,op_election_interest,op_important_issue_best_party,op_important_local_issue_best_party,behav_vote_choice,behav_vote_choice_pr,behav_vote_unlikely_choice,behav_vote_unlikely_pr_choice,behav_advance_vote_choice,behav_vote_lean,behav_vote_lean_pr,behav_second_choice_party,behav_second_choice_party_pr,behav_vote_likelihood,behav_vote_likelihood_pr,op_federal_government_satisfaction,op_most_important_issue_overflow1,op_most_important_issue_overflow2,op_most_important_issue_overflow3,op_most_important_issue_overflow4,op_most_important_issue_overflow5,op_party_best_issue_other_text,op_most_important_local_issue_overflow1,op_most_important_local_issue_overflow2,op_most_important_local_issue_overflow3,op_party_best_local_issue_other_text,behav_not_vote_liberal,behav_not_vote_conservative,behav_not_vote_ndp,behav_not_vote_bloc,behav_not_vote_green,behav_not_vote_peoples,behav_not_vote_other_party,behav_could_vote_any_party,behav_not_vote_dont_know,op_party_rating_liberal,op_party_rating_conservative,op_party_rating_ndp,op_party_rating_bloc,op_party_rating_green,op_party_rating_peoples,op_leader_rating_trudeau,op_leader_rating_scheer,op_leader_rating_singh,op_leader_rating_blanchet,op_leader_rating_may,op_leader_rating_bernier,op_candidate_rating_liberal,op_candidate_rating_conservative,op_candidate_rating_ndp,op_candidate_rating_bloc,op_candidate_rating_green,op_candidate_rating_peoples,op_ideology_self_placement,op_ideology_liberal,op_ideology_conservative,op_ideology_ndp,op_ideology_bloc,op_ideology_green,op_ideology_peoples,op_ideology_self_placement_post,op_leader_intelligent_trudeau,op_leader_intelligent_scheer,op_leader_intelligent_singh,op_leader_intelligent_blanchet,op_leader_intelligent_may
13788748800.0,13788748800.0,R_2ru8hE3xLtmkSWR,1.0,canadian_citizen,71.0,,female,province_ontario,completed_technical_college,,The welfare of ece's in the workplace,,,,,,,,,,,,,,0.2,0.2,conservative_party_canada,,conservative_party_canada,,,,,,,new_democratic_party,,1.0,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0.2,0.81,,,,,0.13,,,0.5,,,0.35,0.87,,,0.49,,,0.3,0.8,,,,,,0,0,0,0,0
13788748800.0,13788748800.0,R_32RgddKIz22o2EH,1.0,canadian_citizen,38.0,,male,province_quebec,master_degree,1.0,health care access,,,,,,,,,,,,,,0.6,0.7,liberal_party_canada,,conservative_party_canada,,,,,,,liberal_party_canada,,1.0,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.6,0.72,0.34,0.33,0.34,0.34,0.51,0.75,0.39,0.41,0.39,0.62,,,,,,,,0.6,0.6,0.3,0.3,0.3,0.2,0.8,1,1,1,1,1
13788748800.0,13788748800.0,R_C85yRpYnyCCFhfz,1.0,canadian_citizen,55.0,,female,province_ontario,completed_technical_college,0.667,Income Tax,Gun violence,,,,,,,,,,,,,0.7,0.8,conservative_party_canada,8.0,,,,,,,,,,1.0,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.58,0.59,0.52,0.27,0.64,0.42,0.6,0.62,0.4,0.51,0.66,0.5,0.51,0.51,0.51,,0.51,0.52,,,,,,,,,1,0,0,0,0
13788748800.0,13788748800.0,R_1kXGeQnZM1nKKAk,1.0,canadian_citizen,74.0,,female,province_ontario,bachelor_degree,0.667,Climate change,,,,,,,,,,,,,,0.7,0.7,green_party_canada,,green_party_canada,,,,,,,liberal_party_canada,,0.75,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.71,0.63,0.47,0.19,0.9,0.47,0.75,0.29,0.63,0.53,0.9,0.48,0.77,0.61,0.66,,0.81,0.46,,0.3,0.8,0.1,0.7,0.3,0.8,0.4,1,1,1,1,1
13788748800.0,13788748800.0,R_2QPTEZgE0qFXPjL,1.0,canadian_citizen,43.0,,male,province_ontario,bachelor_degree,1.0,Climate,eonomy,,,,,,,,,,,,,0.9,0.9,green_party_canada,liberal_party_canada,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.82,0.16,0.5,0.0,0.41,0.0,0.83,0.18,0.7,0.0,0.61,0.0,0.21,0.5,0.5,,0.5,0.0,0.6,0.1,0.8,0.2,1.0,0.5,1.0,,1,1,1,0,1
13788748800.0,13788748800.0,R_bgaJrdGhX5AKuad,1.0,canadian_citizen,48.0,,male,province_ontario,master_degree,0.0,TAXES,,,,,,,,,,,,,,0.8,0.9,conservative_party_canada,,conservative_party_canada,,,,,,,peoples_party_canada,,1.0,,0.0,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0.0,1.0,0.25,0.09,0.16,0.81,0.0,0.77,0.3,0.09,0.19,0.92,0.2,0.81,0.06,,0.2,0.61,1.0,0.0,0.8,0.1,,0.3,0.9,,0,1,1,0,0
13788748800.0,13788748800.0,R_ac7gViNOkweiprz,1.0,canadian_citizen,67.0,,male,province_ontario,some_university,1.0,,,,,,,,,,,,,,,0.9,0.7,,,liberal_party_canada,,,,,,,conservative_party_canada,,0.75,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.7,0.6,0.55,0.3,0.55,,0.7,0.7,0.6,0.5,,,0.67,0.67,,,,0.5,0.5,0.3,0.8,0.1,,,,,1,1,1,0,1
13788748800.0,13788748800.0,R_23I2rKpODaZMpK9,1.0,canadian_citizen,24.0,,male,province_ontario,professional_or_doctorate,0.667,The environment and how it is managed,Assistance to seniors to help them remain in their own homes for as long as possible,,,,,,,,,,,,,0.7,0.9,green_party_canada,conservative_party_canada,conservative_party_canada,,,,,,,green_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.63,0.88,0.45,0.17,0.77,0.3,0.65,0.84,0.2,0.38,0.76,0.36,0.52,0.87,0.38,,0.53,0.53,0.6,0.3,0.9,0.1,0.3,0.6,0.3,,0,1,1,0,1
13788748800.0,13788748800.0,R_TbEM5koNH2Q6E6Z,1.0,canadian_citizen,59.0,,female,province_ontario,some_technical_college,0.667,,,,,,,,,,,,,,,0.4,0.4,,,,,,,,,,,,,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0.43,0.51,0.19,0.4,0.41,0.43,,,,,,,,,,,,,,,0,0,0,0,0
13788748800.0,13788748800.0,R_3myX3slOFpq4Wo9,1.0,canadian_citizen,57.0,,female,province_ontario,bachelor_degree,0.333,Cuts to social services,,,,,,,,,,,,,,0.5,0.5,new_democratic_party,,new_democratic_party,,,,,,,green_party_canada,,0.75,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.78,0.0,0.77,0.0,0.78,0.36,0.71,0.0,,,,,,,,,,,0.8,0.7,0.0,0.7,0.0,0.7,0.6,,1,0,0,0,0
13788748800.0,13788748800.0,R_2Ey1qTiyJRCTKDM,1.0,canadian_citizen,53.0,,female,province_nova_scotia,master_degree,1.0,Funding for Children,Poverty,,,,,,,,,,,,,0.5,0.7,liberal_party_canada,8.0,liberal_party_canada,,,,,,,,,1.0,,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.53,0.0,0.81,0.0,0.0,0.0,0.51,0.0,0.51,0.0,0.0,,0.0,0.0,,0.7,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,0,0
13788748800.0,13788748800.0,R_3Hq4MMiBzx0RV3g,1.0,canadian_citizen,29.0,,male,province_newfoundland_and_labrador,completed_secondary,0.667,Cost of living,Health care,,,,,,,,,,,,,0.8,0.8,liberal_party_canada,liberal_party_canada,liberal_party_canada,,,,,,,conservative_party_canada,,0.75,,0.667,,,,,,,,,,,0,0,1,0,1,1,0,0,0,,,,,,0.81,0.93,0.7,0.52,0.41,0.42,0.35,0.78,0.64,0.41,,0.31,0.23,,1.0,0.8,0.7,0.6,0.6,0.4,0.5,1,1,1,1,1
13788748800.0,13788748800.0,R_VVxlVmOthYGLtLz,1.0,canadian_citizen,27.0,,male,province_ontario,completed_secondary,0.667,Taxes,,,,,,,,,,,,,,0.8,0.9,green_party_canada,,green_party_canada,,,,,,,conservative_party_canada,,1.0,,0.0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0.22,0.85,0.19,0.22,0.91,0.17,0.26,0.7,0.15,0.19,0.94,0.18,0.4,0.58,0.37,,0.94,0.62,,0.2,0.7,0.2,0.2,0.9,0.2,0.6,0,0,0,0,1
13788748800.0,13788748800.0,R_OpXnpV1SW4LXCI9,1.0,canadian_citizen,60.0,,male,province_quebec,some_technical_college,0.667,,,,,,,,,,,,,,,0.8,0.8,,,conservative_party_canada,,,,,,,peoples_party_canada,,1.0,,0.0,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0.0,1.0,0.25,0.5,0.8,0.7,0.0,1.0,0.2,,0.9,0.7,0.0,1.0,0.15,,0.9,0.7,,0.0,0.7,0.0,,,1.0,0.6,0,1,0,0,1
13788748800.0,13788748800.0,R_3COROw29Aibax0z,1.0,permanent_resident,68.0,,male,province_ontario,bachelor_degree,1.0,The number of parties,,,,,,,,,,,,,,0.9,0.7,conservative_party_canada,,,conservative_party_canada,,,,,,,liberal_party_canada,,1.0,1.0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0.91,0.95,0.75,0.78,0.88,0.86,1.0,0.96,0.92,0.92,0.92,0.91,0.94,0.98,0.85,,0.89,0.89,0.9,0.9,1.0,0.9,0.9,0.9,1.0,,1,0,0,0,0
13788748800.0,13788748800.0,R_1ff7IGI4NU5mvmA,1.0,canadian_citizen,79.0,,female,province_ontario,some_university,0.667,Education,,,,,,,,,,,,,,0.3,0.5,8.0,,new_democratic_party,,,,,,,liberal_party_canada,,0.75,,0.667,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.7,0.0,0.8,0.0,,,0.7,0.0,0.8,0.0,,,,0.0,,,,,,,,,,,,,1,0,1,0,1
13788748800.0,13788748800.0,R_3kgGr5hjdAA4iLJ,1.0,canadian_citizen,56.0,,female,province_ontario,completed_technical_college,0.667,Environment,,,,,,,,,,,,,,0.3,0.5,8.0,,,,,,,,,,,0.75,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0.0,,0.84,0.0,0.82,0.0,0.01,,,,,,0.0,,,,,,,,,,,,,,0,0,0,0,0
13788748800.0,13788748800.0,R_3svmmqAbqPf7Tbv,1.0,canadian_citizen,73.0,,female,province_ontario,bachelor_degree,0.333,climate change,climate change,,,,,,,,,,,,,,0.7,new_democratic_party,new_democratic_party,new_democratic_party,,,,,,,liberal_party_canada,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.74,0.03,0.89,,,,0.64,0.14,0.77,,,,,,,,,,,,,,,,,0.3,1,0,1,0,0
13788748800.0,13788748800.0,R_3JmytEsGzZFcxOl,1.0,canadian_citizen,35.0,,male,province_nova_scotia,some_secondary,0.667,HEALTH CARE,JOBS,,,,,,,,,,,,,0.8,0.8,conservative_party_canada,conservative_party_canada,conservative_party_canada,,,,,,,green_party_canada,,1.0,,0.333,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0.33,0.93,0.81,0.06,0.84,0.03,0.26,0.86,0.54,0.05,0.75,0.18,0.5,0.86,0.76,,0.8,0.03,0.8,0.5,0.9,0.6,0.0,0.7,0.0,,0,1,1,0,1
13788748800.0,13788748800.0,R_3h9MJ15sUCPeA2a,1.0,canadian_citizen,48.0,,female,province_ontario,completed_secondary,0.667,Environment,,,,,,,,,,,,,,0.6,0.6,liberal_party_canada,,liberal_party_canada,,,,,,,conservative_party_canada,,0.75,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.66,0.65,0.67,0.39,0.54,0.41,0.69,0.68,0.6,0.37,0.55,0.5,0.65,0.66,0.58,,0.53,0.47,,,,,,,,0.5,1,1,1,1,1
13788748800.0,13788748800.0,R_3L1iRvJrLKfSSI7,1.0,canadian_citizen,75.0,,female,province_manitoba,some_secondary,0.333,Environmental protection,Nurses,,,,,,,,,,,,,0.1,0.3,8.0,8.0,,,new_democratic_party,,,,,,,0.5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0.0,0.0,0.75,0.0,0.75,0.69,0.52,0.52,0.71,0.51,0.52,0.52,0.19,0.23,0.81,,0.52,0.52,,0.0,0.0,0.9,0.0,0.8,0.7,0.5,0,0,1,0,0
13788748800.0,13788748800.0,R_2ZCWdrGiM6vp5Oa,1.0,canadian_citizen,41.0,,male,province_ontario,completed_technical_college,0.333,,,,,,,,,,,,,,,0.6,0.8,,,liberal_party_canada,,,,,,,,,1.0,,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1.0,0.06,0.04,0.06,0.06,0.03,1.0,0.0,0.0,0.01,0.01,0.0,1.0,0.0,0.0,,0.0,0.01,0.6,1.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0
13788748800.0,13788748800.0,R_xcl5j00oCqAh2i5,1.0,canadian_citizen,54.0,,female,province_quebec,bachelor_degree,0.667,The cost of living,,,,,,,,,,,,,,0.7,0.7,8.0,,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,0.667,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0.78,0.0,0.73,0.0,0.68,0.0,0.73,0.0,0.73,0.0,0.69,0.0,0.57,0.0,0.53,0.0,0.54,0.0,,0.3,1.0,0.2,0.9,0.3,0.8,0.2,0,0,1,0,0
13788748800.0,13788748800.0,R_2v0TS6VM7XdoTpU,1.0,canadian_citizen,50.0,,female,province_nova_scotia,bachelor_degree,1.0,environment,,,,,,,,,,,,,,0.5,0.6,green_party_canada,,green_party_canada,,,,,,,liberal_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0.82,,0.7,0.0,1.0,0.0,0.84,0.0,0.37,0.0,1.0,0.0,0.71,0.23,0.81,,0.39,0.0,,0.3,1.0,0.3,0.6,0.3,1.0,0.3,0,0,0,0,1
13788748800.0,13788748800.0,R_2wAnkGbbL1KdnRP,1.0,canadian_citizen,41.0,,male,province_alberta,completed_secondary,0.0,Lower cost of living,,,,,,,,,,,,,,0.8,0.9,conservative_party_canada,,conservative_party_canada,,,,,,,peoples_party_canada,,1.0,,0.0,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0.0,0.99,0.31,0.0,0.18,0.6,0.0,0.87,0.29,0.16,0.19,,0.17,1.0,0.16,,0.17,,0.8,0.0,0.9,0.2,0.1,0.2,0.6,,0,1,0,0,0
13788748800.0,13788748800.0,R_difHdAJw5DU4Nk5,1.0,canadian_citizen,67.0,,female,province_ontario,bachelor_degree,0.667,Economy,,,,,,,,,,,,,,0.7,0.7,liberal_party_canada,,liberal_party_canada,,,,,,,,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.98,0.56,0.52,0.52,0.52,0.53,1.0,0.52,0.52,0.52,0.52,0.52,0.96,0.52,0.52,,0.52,0.53,,1.0,0.5,0.5,0.5,0.5,0.5,0.2,1,0,0,0,0
13788748800.0,13788748800.0,R_3noqf1Qfoo6kVTj,1.0,canadian_citizen,37.0,,female,province_ontario,completed_technical_college,0.667,taxes,,,,,,,,,,,,,,0.7,1.0,8.0,,liberal_party_canada,,,,,,,,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.7,0.0,0.39,0.0,0.3,0.3,0.82,0.01,0.2,0.19,0.13,0.29,0.58,0.1,0.16,,0.16,0.19,,0.2,0.9,0.5,0.5,0.5,0.5,0.2,1,0,0,0,0
13788748800.0,13788748800.0,R_pcoisWpTNXsZLH3,1.0,canadian_citizen,28.0,,male,province_new_brunswick,completed_secondary,1.0,The economy,The economy,,,,,,,,,,,,,1.0,1.0,conservative_party_canada,conservative_party_canada,conservative_party_canada,,,,,,,,,1.0,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0.0,1.0,0.1,0.0,0.3,0.5,0.0,1.0,0.0,0.0,0.1,0.5,0.0,1.0,0.0,,0.4,0.5,,0.1,0.7,0.3,0.1,0.6,0.7,0.8,0,1,0,0,0
13788748800.0,13788748800.0,R_3HNqjPpFZ6PprfZ,1.0,permanent_resident,39.0,,female,province_ontario,some_technical_college,0.667,,,,,,,,,,,,,,,,0.6,,,,,,liberal_party_canada,,,,,,,0.5,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.01,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.3,0.0,,1,0,0,0,0
13788748800.0,13788748800.0,R_7PWHEuZeLc5KcNP,1.0,canadian_citizen,30.0,,female,province_manitoba,some_university,0.333,I would like to see all of our parties work together for a better government,The crimeviolence in our community,,,,,,,,,,,,,0.1,0.2,8.0,8.0,,,,,,,,,,0.75,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0.39,0.28,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.47,0.19,0.16,,0.0,0.0,0.5,0.5,0.2,0.2,0.0,0.0,0.0,,1,0,0,0,0
13788748800.0,13788748800.0,R_3fxHYHJFLiZVEtd,1.0,canadian_citizen,36.0,,male,province_ontario,completed_secondary,0.667,,,,,,,,,,,,,,,,0.9,,,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,1.0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.91,0.1,0.71,0.2,0.19,0.09,0.91,0.09,0.71,0.1,,0.09,0.69,0.07,,,0.19,0.09,,,,,,,,,1,0,1,0,1
13788748800.0,13788748800.0,R_2ykCN4ROh6CBexU,1.0,canadian_citizen,76.0,,female,province_ontario,master_degree,0.667,environmental issues,economy,,,,,,,,,,,,,0.4,0.7,green_party_canada,conservative_party_canada,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.9,0.09,0.72,0.1,0.91,0.09,0.71,0.0,0.61,0.09,0.62,0.29,,,,,,,0.3,0.4,0.9,0.4,0.7,0.3,0.7,,0,0,0,0,0
13788748800.0,13788748800.0,R_1C1tO0sg01JizWs,1.0,permanent_resident,75.0,,female,province_prince_edward_island,bachelor_degree,0.667,taxes,,,,,,,,,,,,,,0.8,0.8,liberal_party_canada,,,liberal_party_canada,,,,,,,new_democratic_party,,1.0,0.667,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.9,0.0,0.77,,0.8,,0.9,0.0,0.8,,,,,,,,,,,,,,,,,,1,0,1,0,1
13788748800.0,13788748800.0,R_A6GsuseGk7K8E49,1.0,canadian_citizen,73.0,,male,province_ontario,master_degree,1.0,Refuges,Refuges,,,,,,,,,,,,,1.0,1.0,conservative_party_canada,conservative_party_canada,conservative_party_canada,,,,,,,,,1.0,,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0
13788748800.0,13788748800.0,R_2xzqpRtwx8o3NnE,1.0,canadian_citizen,46.0,,female,province_ontario,completed_technical_college,0.0,Truth,,,,,,,,,,,,,,0.7,0.8,conservative_party_canada,,conservative_party_canada,,,,,,,new_democratic_party,,1.0,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0.0,0.98,0.7,0.37,0.44,0.42,0.0,1.0,0.82,0.25,0.45,0.43,0.16,0.88,0.7,,0.35,0.09,,0.0,0.9,0.7,0.1,0.5,0.5,0.8,0,1,0,0,0
13788748800.0,13788748800.0,R_3G3e5YL016opqmh,1.0,canadian_citizen,47.0,,female,province_ontario,bachelor_degree,0.667,Healthcare,Transportation and roads,,,,,,,,,,,,,0.7,0.9,new_democratic_party,liberal_party_canada,,,,,,,,liberal_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.85,0.11,0.91,0.22,0.73,0.65,0.91,0.09,0.91,0.4,0.74,0.85,0.72,0.41,0.72,,0.51,0.51,,,,,,,,0.5,1,1,1,1,1
13788748800.0,13788748800.0,R_3G3QYg68WYg0GaY,1.0,canadian_citizen,70.0,,male,province_saskatchewan,bachelor_degree,0.333,,,,,,,,,,,,,,,0.7,0.2,,,liberal_party_canada,,,,,,,,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.78,0.16,0.56,0.48,0.37,0.32,0.74,,,,,,,,,,,,0.5,0.3,0.9,0.2,,0.1,0.7,,0,0,0,0,0
13788748800.0,13788748800.0,R_UcNtXoDHSbz2bHb,1.0,canadian_citizen,25.0,,female,province_quebec,some_elementary,0.667,Health care.,health care,,,,,,,,,,,,,0.8,0.9,8.0,8.0,conservative_party_canada,,,,,,,green_party_canada,,1.0,,0.333,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0.34,0.64,0.65,0.0,0.67,,0.35,0.65,0.61,0.0,0.63,,0.37,0.51,0.51,0.0,0.51,0.51,0.5,0.3,0.5,0.5,0.0,0.5,0.4,,0,1,1,0,1
13788748800.0,13788748800.0,R_0ppJCCx3W5c9l4Z,1.0,canadian_citizen,56.0,,female,province_ontario,bachelor_degree,0.333,Environment,,,,,,,,,,,,,,0.9,0.9,green_party_canada,,,,,,,,,,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.7,0.0,,,0.7,0.0,0.42,0.0,0.71,,0.71,0.0,,,,,,,,0.3,1.0,0.0,,0.2,1.0,0.3,0,0,1,0,1
13788748800.0,13788748800.0,R_1l4qtcApG0ziPHe,1.0,canadian_citizen,71.0,,other,province_british_columbia,some_secondary,0.0,Transitioning to cleaner energy sources,,,,,,,,,,,Not sure,,,0.6,0.7,green_party_canada,,green_party_canada,,,,,,,other,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.4,0.0,0.54,0.03,1.0,,0.1,,0.49,,,,,,,,,,0.2,,,,,,,,0,0,0,0,0
13788748800.0,13788748800.0,R_DAf3VDm9J0OaqL7,1.0,canadian_citizen,46.0,,male,province_ontario,bachelor_degree,0.0,Economic growth,,,,,,,,,,,,,,0.6,0.6,green_party_canada,,green_party_canada,,,,,,,peoples_party_canada,,1.0,,0.333,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0.35,0.21,0.65,0.53,0.8,0.64,0.49,0.29,0.62,0.34,0.79,0.63,0.47,0.3,0.6,,0.68,0.75,0.5,0.4,0.7,0.4,0.6,0.5,0.6,,0,0,1,0,1
13788748800.0,13788748800.0,R_3lXEh4HbLn6ZdPI,1.0,permanent_resident,55.0,,female,province_ontario,some_university,0.667,Healthcare,,,,,,,,,,,,,,0.3,0.7,8.0,,,new_democratic_party,,,,,,,liberal_party_canada,,1.0,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.81,0.01,0.92,0.16,0.63,0.7,0.82,0.01,0.9,0.21,0.67,0.68,,,,,,,,0.4,1.0,0.2,0.7,0.4,0.6,0.2,1,0,1,1,1
13788748800.0,13788748800.0,R_bxbgdtxCENKB42Z,1.0,canadian_citizen,74.0,,female,province_manitoba,bachelor_degree,0.667,"Addiction, healthcare,",Addiction,,,,,,,,,,,,,0.8,0.9,new_democratic_party,new_democratic_party,new_democratic_party,,,,,,,liberal_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.82,0.0,1.0,0.0,1.0,0.52,0.84,0.0,1.0,0.52,0.74,0.52,1.0,0.08,1.0,,0.95,0.1,0.1,0.0,1.0,0.0,,0.0,0.5,,1,0,1,0,0
13788748800.0,13788748800.0,R_2nMdfeFJ2Nr7CLf,1.0,canadian_citizen,51.0,,male,province_quebec,some_secondary,0.667,imigration,climat,,,,,,,,,,,,,0.1,0.1,green_party_canada,green_party_canada,,,,,,bloc_quebecois,,,,,,0.333,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0.61,0.42,0.21,0.81,0.69,0.33,0.32,0.32,0.32,0.81,0.72,0.29,0.29,0.29,0.28,0.81,0.6,0.61,0.6,0.7,0.7,0.6,0.2,0.4,0.3,,0,0,0,1,0
13788748800.0,13788748800.0,R_2rwibXSubYzRFpE,1.0,canadian_citizen,61.0,,male,province_british_columbia,completed_technical_college,0.667,The economy,Crime,,,,,,,,,,,,,0.7,0.7,new_democratic_party,new_democratic_party,new_democratic_party,,,,,,,conservative_party_canada,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.88,0.66,0.63,0.31,0.36,0.35,0.05,0.13,0.69,0.35,0.69,0.66,0.56,0.59,0.96,,0.71,0.58,0.5,0.6,0.5,0.2,0.2,0.5,0.4,,0,0,1,1,1
13788748800.0,13788748800.0,R_2CN6qSHBp4r0ySD,1.0,canadian_citizen,76.0,,female,province_quebec,bachelor_degree,0.0,Climate Change,Housing,,,,,,,,,,,,,1.0,1.0,new_democratic_party,green_party_canada,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.61,0.0,0.78,0.25,0.6,0.0,0.69,0.0,1.0,0.0,0.13,0.0,0.61,0.0,0.62,0.0,0.29,0.0,,0.4,0.9,0.1,0.8,0.4,1.0,0.0,1,0,1,0,0
13788748800.0,13788748800.0,R_1dsNEgdtaOGF1bT,1.0,canadian_citizen,43.0,,male,province_alberta,some_secondary,0.333,,,,,,,,,,,,,,,,0.8,,,conservative_party_canada,,,,,,,peoples_party_canada,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.66,0.0,0.63,0.67,0.0,1.0,0.76,0.0,0.73,0.0,0.0,1.0,0.25,,0.83,0.65,,,,,,,,,0,1,1,0,1
13788748800.0,13788748800.0,R_2tszefadnStWBCF,1.0,canadian_citizen,58.0,,female,province_quebec,bachelor_degree,1.0,Economy,Taxes,,,,,,,,,,,,,0.4,0.8,8.0,8.0,,,,,,,,,,1.0,,0.333,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0.66,0.06,0.54,0.09,0.46,0.04,0.32,0.04,0.28,0.07,0.22,0.04,,,,,,,0.3,0.1,0.9,0.1,0.9,0.0,1.0,,0,0,0,0,0
13788748800.0,13788748800.0,R_33scG669hCajHlP,1.0,canadian_citizen,41.0,,female,province_british_columbia,completed_technical_college,0.667,,,,,,,,,,,,,,,0.7,0.6,,,liberal_party_canada,,,,,,,conservative_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.75,0.7,0.56,0.13,0.49,0.37,0.75,0.52,0.53,0.38,0.55,0.55,0.6,0.52,0.53,,0.53,0.53,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
13788748800.0,13788748800.0,R_4ZvZyA4obOtHGA9,1.0,canadian_citizen,75.0,,female,province_alberta,bachelor_degree,0.667,CLIMATE,housing prices,,,,,,,,,,,,,0.7,0.7,new_democratic_party,new_democratic_party,new_democratic_party,,,,,,,green_party_canada,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0.51,0.06,0.73,0.62,0.82,0.17,0.51,0.04,0.61,0.19,0.89,0.2,0.37,0.17,0.78,,0.59,0.13,0.6,0.5,0.8,0.3,0.7,0.2,0.8,,1,0,1,0,1
