id_respondent,tech_date_response,tech_language_survey,op_internet_voting,behav_internet_voting_intent,op_internet_voting_confidence,op_coercion_concern,op_privacy_concern,op_fraud_concern,op_turnout_increase,op_voting_ease,op_accuracy_improvement,ses_age_group,ses_gender,ses_region
56630966809,2019-09-16,french,0.333,,0.333,0.0,0.333,,0.333,0.333,,65+,female,monteregie
27949075267,2019-09-16,french,1.0,1.0,1.0,0.333,0.667,1.0,0.667,0.667,1.0,45-54,male,capitale_nationale
16105451565,2019-09-16,french,,0.333,0.333,0.0,0.667,1.0,0.0,0.0,1.0,25-34,male,cote_nord
79214579213,2019-09-16,french,0.0,0.0,0.333,0.333,0.0,0.667,0.0,0.0,0.0,35-44,male,cote_nord
32281826844,2019-09-16,french,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,45-54,male,capitale_nationale
93108747563,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.667,0.0,0.0,0.667,18-24,female,estrie
90890590599,2019-09-16,french,0.333,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,45-54,male,abitibi_temiscamingue
15349710493,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,male,nord_du_quebec
85498627209,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.333,25-34,male,chaudiere_appalaches
50448381422,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,mauricie
58728844328,2019-09-16,french,0.333,0.333,0.333,0.0,0.667,0.667,0.333,0.333,0.333,45-54,female,capitale_nationale
94265178433,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-34,female,monteregie
50683611938,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,,55-64,female,bas_saint_laurent
22525638793,2019-09-16,french,1.0,1.0,0.333,0.333,0.0,1.0,0.333,0.0,1.0,35-44,male,capitale_nationale
93709510669,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,male,bas_saint_laurent
41827054663,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,centre_du_quebec
47248166735,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,male,capitale_nationale
13802467003,2019-09-16,french,0.333,0.667,0.333,0.0,0.0,0.667,0.0,0.0,0.667,35-44,female,laval
46335471129,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,25-34,male,chaudiere_appalaches
10238096827,2019-09-16,french,0.333,0.0,0.333,0.333,0.333,0.667,0.333,0.333,1.0,35-44,female,capitale_nationale
69948960092,2019-09-16,french,1.0,0.333,1.0,0.333,0.333,1.0,1.0,0.667,1.0,25-34,male,cote_nord
55456853407,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,35-44,male,capitale_nationale
98361029513,2019-09-16,french,0.0,0.0,0.0,0.333,0.333,0.667,0.0,0.333,0.0,35-44,male,monteregie
73177838693,2019-09-16,french,0.0,0.0,0.667,0.0,0.333,0.667,0.0,0.0,0.333,65+,male,centre_du_quebec
21406870307,2019-09-16,french,0.0,0.333,0.333,0.0,0.0,0.667,0.667,0.0,0.333,25-34,male,capitale_nationale
35867683608,2019-09-16,french,1.0,1.0,1.0,0.667,0.667,1.0,1.0,1.0,1.0,18-24,female,outaouais
50802451098,2019-09-16,french,0.333,0.333,0.333,0.0,0.333,0.667,0.333,0.333,1.0,45-54,male,outaouais
30262694098,2019-09-16,french,1.0,1.0,0.667,0.333,0.667,0.667,,1.0,1.0,55-64,female,gaspesie_iles_de_la_madeleine
96904251254,2019-09-16,french,0.0,0.0,,0.0,0.0,,0.0,0.0,,25-34,male,capitale_nationale
47066791962,2019-09-16,english,0.333,0.333,0.333,0.0,0.667,0.667,0.0,0.0,0.333,35-44,male,cote_nord
11857182817,2019-09-16,french,1.0,0.667,1.0,0.333,0.667,1.0,0.333,0.667,1.0,18-24,male,outaouais
76400226092,2019-09-16,french,0.667,1.0,0.667,0.333,0.333,0.333,0.333,0.667,1.0,35-44,male,mauricie
92305050197,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.333,0.0,0.0,45-54,male,mauricie
84895857565,2019-09-16,french,1.0,1.0,0.667,0.333,0.333,1.0,0.667,0.667,0.667,25-34,male,capitale_nationale
60328345284,2019-09-16,french,0.333,0.0,0.0,0.0,0.333,0.333,0.0,0.0,1.0,65+,male,outaouais
47855334050,2019-09-16,french,0.667,1.0,0.667,0.333,1.0,1.0,0.333,0.333,0.667,25-34,female,capitale_nationale
66321262740,2019-09-16,french,1.0,1.0,1.0,0.667,0.0,1.0,0.667,0.333,0.667,55-64,female,estrie
97455467161,2019-09-16,french,0.333,0.333,0.667,0.667,0.333,1.0,0.0,0.0,1.0,35-44,male,capitale_nationale
78043435332,2019-09-16,french,0.333,,0.667,0.0,0.333,0.667,0.333,0.333,,65+,female,estrie
66863612195,2019-09-16,french,0.667,0.667,1.0,1.0,0.667,0.667,0.333,0.333,1.0,35-44,male,outaouais
66904565377,2019-09-16,french,1.0,1.0,1.0,0.333,0.333,1.0,0.333,0.333,1.0,65+,male,capitale_nationale
89289299781,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,65+,male,cote_nord
92925559885,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,45-54,male,outaouais
20337262960,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55-64,male,montreal
91036417733,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,45-54,male,capitale_nationale
13651258154,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.0,65+,male,capitale_nationale
90873555548,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,45-54,female,capitale_nationale
51915088750,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.333,25-34,female,capitale_nationale
64911422069,2019-09-16,french,,0.0,,,,,,,,,male,
11147453224,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,35-44,female,outaouais
51783310927,2019-09-16,french,0.333,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.333,25-34,male,outaouais
75583610572,2019-09-16,french,0.0,0.0,0.0,0.667,0.0,0.333,0.0,0.0,0.0,35-44,male,capitale_nationale
91266938614,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.333,25-34,female,capitale_nationale
41822717898,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,35-44,male,capitale_nationale
88646733155,2019-09-16,french,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,35-44,male,capitale_nationale
84706065325,2019-09-16,french,0.333,0.0,0.0,0.333,0.0,0.667,0.667,0.0,1.0,25-34,female,capitale_nationale
31503044223,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.667,0.333,0.0,0.333,35-44,male,cote_nord
78109666202,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,55-64,female,nord_du_quebec
52558861012,2019-09-16,french,0.667,0.667,0.667,0.0,0.0,1.0,0.333,0.333,0.667,65+,female,cote_nord
56876956502,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,18-24,female,centre_du_quebec
27631550276,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,35-44,female,monteregie
36420591263,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,45-54,male,mauricie
54071943443,2019-09-16,french,0.333,0.333,0.333,0.667,0.333,0.667,0.0,0.333,0.667,65+,male,mauricie
35972325331,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-24,female,capitale_nationale
19381296769,2019-09-16,french,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.0,1.0,25-34,female,capitale_nationale
21485126335,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,35-44,male,capitale_nationale
99656957867,2019-09-16,french,1.0,1.0,1.0,1.0,1.0,1.0,0.333,0.333,1.0,18-24,male,centre_du_quebec
75437583702,2019-09-16,french,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,25-34,male,capitale_nationale
95572110274,2019-09-16,french,0.333,0.667,0.333,0.0,0.667,0.667,0.333,0.667,0.667,25-34,male,cote_nord
24284890027,2019-09-16,french,0.333,0.333,0.333,0.0,0.0,0.333,0.0,0.0,0.333,55-64,male,chaudiere_appalaches
13515022355,2019-09-16,english,0.0,0.0,0.333,0.333,0.0,0.667,0.0,0.0,,35-44,female,monteregie
28366347434,2019-09-16,french,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.0,0.333,55-64,female,capitale_nationale
21329824914,2019-09-16,french,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.667,1.0,55-64,male,centre_du_quebec
77329364673,2019-09-16,french,1.0,1.0,1.0,1.0,0.0,1.0,0.667,0.667,1.0,35-44,male,capitale_nationale
26668498060,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,female,outaouais
12964344306,2019-09-16,french,0.333,0.333,0.333,0.0,0.0,0.667,0.0,0.0,0.0,45-54,female,saguenay_lac_saint_jean
92447928919,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,,18-24,male,cote_nord
91310891909,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,25-34,female,nord_du_quebec
11507819433,2019-09-16,french,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.667,25-34,female,outaouais
70126255813,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,25-34,female,cote_nord
11614966891,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.333,18-24,female,outaouais
25937895843,2019-09-16,french,0.0,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.333,35-44,male,chaudiere_appalaches
28629856821,2019-09-16,french,0.667,0.667,0.667,0.667,0.667,0.667,0.333,0.333,0.333,25-34,male,chaudiere_appalaches
49235064710,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,55-64,female,outaouais
26516923853,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,estrie
16989575250,2019-09-16,french,1.0,,0.667,0.0,0.0,1.0,0.333,0.333,1.0,55-64,female,nord_du_quebec
53600753792,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,35-44,female,cote_nord
28951379087,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.333,35-44,male,capitale_nationale
58018353634,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,25-34,female,bas_saint_laurent
36594798373,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65+,male,outaouais
68072070197,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,18-24,male,chaudiere_appalaches
51043932169,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,45-54,female,outaouais
92027654605,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.667,18-24,male,mauricie
49590660738,2019-09-16,french,0.333,0.333,0.333,0.0,0.0,0.333,0.333,0.333,0.0,25-34,female,chaudiere_appalaches
81717675787,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.333,0.333,0.333,65+,male,centre_du_quebec
11933268924,2019-09-16,french,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65+,male,cote_nord
40148019873,2019-09-16,french,0.667,0.667,0.667,0.333,0.667,1.0,0.333,0.333,0.667,35-44,female,monteregie
38935251000,2019-09-16,french,0.0,0.333,0.333,0.333,0.667,0.333,0.0,0.333,0.0,35-44,male,centre_du_quebec
39133340886,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.333,18-24,female,capitale_nationale
15609538126,2019-09-16,french,0.667,0.667,0.333,0.667,0.667,1.0,0.333,0.333,1.0,35-44,male,capitale_nationale
60862668855,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,35-44,male,outaouais
52062091131,2019-09-16,french,1.0,1.0,1.0,0.667,1.0,1.0,0.667,0.667,1.0,18-24,,cote_nord
38733286290,2019-09-16,french,1.0,1.0,0.667,0.667,0.667,1.0,0.667,0.333,1.0,25-34,male,cote_nord
38228884290,2019-09-16,english,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,55-64,female,outaouais
47501012731,2019-09-16,french,0.0,0.333,0.333,0.333,0.0,0.333,0.0,0.0,1.0,18-24,male,outaouais
64730230617,2019-09-16,french,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,25-34,female,capitale_nationale
18935389099,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,25-34,female,outaouais
30369738043,2019-09-16,french,0.333,0.333,0.333,0.333,0.0,0.667,0.333,0.0,0.333,25-34,male,estrie
63725044708,2019-09-16,french,0.667,0.333,0.667,0.333,1.0,1.0,0.333,0.0,0.667,25-34,female,nord_du_quebec
92628610792,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,45-54,female,cote_nord
61593877613,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.333,35-44,male,mauricie
69175050044,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,18-24,male,capitale_nationale
23165858933,2019-09-16,french,0.333,0.333,0.333,0.0,0.667,0.667,0.333,0.333,0.667,55-64,male,montreal
39076552284,2019-09-16,french,1.0,1.0,0.667,0.333,0.0,0.667,0.667,0.667,0.667,25-34,male,montreal
14464024412,2019-09-16,french,0.0,0.0,0.0,0.0,0.333,0.667,0.333,0.333,0.333,35-44,male,cote_nord
29692849757,2019-09-16,french,0.667,,0.667,0.0,0.333,0.667,0.0,0.333,,45-54,male,capitale_nationale
35816356200,2019-09-16,french,1.0,0.0,0.667,0.0,0.333,1.0,0.667,0.333,0.667,45-54,male,capitale_nationale
21660815739,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.667,0.0,0.0,1.0,45-54,male,capitale_nationale
51906018811,2019-09-16,french,0.333,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,25-34,male,capitale_nationale
84354743348,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,25-34,female,mauricie
36559145724,2019-09-16,french,0.0,0.0,0.0,0.333,0.0,0.333,0.333,0.333,1.0,45-54,male,capitale_nationale
53158139835,2019-09-16,french,1.0,1.0,1.0,1.0,1.0,1.0,0.333,0.333,1.0,,female,outaouais
65490454225,2019-09-16,french,0.0,0.0,,0.0,0.667,,0.0,0.0,,55-64,female,outaouais
56061963370,2019-09-16,french,0.0,0.0,,0.333,0.667,0.667,0.333,0.0,,45-54,male,monteregie
64955144094,2019-09-16,french,0.0,0.0,0.0,0.0,0.333,0.667,0.0,0.0,0.0,65+,male,cote_nord
28386028727,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,1.0,25-34,male,mauricie
75196981989,2019-09-16,french,0.0,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.333,55-64,male,capitale_nationale
39960021386,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,male,mauricie
72131267211,2019-09-16,english,0.0,0.0,0.0,0.0,0.333,0.667,0.0,0.0,0.0,25-34,male,cote_nord
88638058408,2019-09-16,french,0.0,0.0,0.333,0.333,0.333,0.667,0.0,0.333,0.333,35-44,female,laval
97298363417,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,,25-34,female,cote_nord
49117123414,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,35-44,male,capitale_nationale
99302190384,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,1.0,35-44,female,capitale_nationale
50076868618,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.667,35-44,female,montreal
16622170771,2019-09-16,french,1.0,1.0,1.0,1.0,0.667,1.0,0.333,0.333,1.0,25-34,male,capitale_nationale
55581891701,2019-09-16,french,0.667,0.667,0.333,0.667,0.333,0.667,1.0,0.333,0.333,45-54,male,cote_nord
82689526864,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,65+,male,saguenay_lac_saint_jean
56249572312,2019-09-16,french,1.0,1.0,1.0,0.333,0.0,1.0,0.333,1.0,1.0,25-34,male,outaouais
71992911806,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.333,45-54,female,estrie
49707122422,2019-09-16,french,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.333,55-64,male,nord_du_quebec
73282734458,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0,45-54,male,capitale_nationale
92367798651,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,45-54,male,monteregie
67233110437,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,45-54,female,centre_du_quebec
67630724255,2019-09-16,french,1.0,1.0,1.0,1.0,1.0,1.0,0.667,0.0,1.0,25-34,male,capitale_nationale
57261494835,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,35-44,male,mauricie
85087839913,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.333,45-54,female,outaouais
20366948943,2019-09-16,french,0.0,0.0,0.333,0.333,0.0,0.667,0.0,0.0,0.667,18-24,male,capitale_nationale
25456443449,2019-09-16,french,0.333,0.333,0.333,0.333,0.333,0.667,0.333,0.0,0.667,55-64,male,
80122011788,2019-09-16,french,0.0,0.0,,0.667,1.0,1.0,0.0,0.0,0.333,35-44,male,outaouais
82206766775,2019-09-16,french,0.0,0.0,0.333,0.333,0.333,0.333,0.0,0.0,0.0,45-54,female,nord_du_quebec
41988836807,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,25-34,male,capitale_nationale
14649027971,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,25-34,female,cote_nord
45488324385,2019-09-16,french,1.0,1.0,0.667,0.333,0.667,1.0,0.667,0.667,1.0,55-64,male,cote_nord
16072762963,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,45-54,male,cote_nord
70593776782,2019-09-16,french,1.0,0.0,1.0,0.667,0.667,1.0,0.333,0.333,1.0,25-34,male,cote_nord
51025577634,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.667,0.0,0.0,0.333,35-44,male,cote_nord
27729243896,2019-09-16,french,1.0,1.0,1.0,0.667,1.0,1.0,0.667,,1.0,25-34,male,capitale_nationale
12670028431,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-34,male,cote_nord
56080345699,2019-09-16,french,0.333,,0.333,0.333,0.333,0.333,0.0,0.0,0.333,65+,male,laval
37705042896,2019-09-16,french,0.333,0.333,0.333,0.0,0.333,0.667,0.333,0.0,0.667,65+,female,capitale_nationale
81759391750,2019-09-16,english,0.667,0.667,0.667,1.0,0.667,1.0,0.333,0.0,1.0,25-34,male,outaouais
12914531589,2019-09-16,french,1.0,1.0,0.667,1.0,0.333,1.0,0.667,0.667,1.0,25-34,male,cote_nord
45083324141,2019-09-16,french,0.667,0.333,0.667,0.333,0.667,0.333,0.667,0.333,0.667,65+,male,capitale_nationale
32602251610,2019-09-16,english,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,,35-44,male,cote_nord
80489584500,2019-09-16,french,1.0,1.0,1.0,0.667,0.333,1.0,0.667,0.333,1.0,55-64,female,outaouais
68458436076,2019-09-16,french,0.333,0.333,0.0,0.0,0.333,0.667,0.0,0.0,0.0,55-64,female,monteregie
49988023331,2019-09-16,french,0.333,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.333,45-54,female,capitale_nationale
85900749837,2019-09-16,french,1.0,1.0,1.0,0.667,0.667,0.667,0.333,0.667,1.0,18-24,male,cote_nord
40570859593,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.667,25-34,female,capitale_nationale
85057569538,2019-09-16,french,0.333,0.333,0.333,0.0,0.0,0.333,0.0,0.0,1.0,25-34,male,monteregie
24612178015,2019-09-16,french,0.0,0.0,0.333,1.0,1.0,1.0,0.0,0.0,0.333,35-44,male,outaouais
66185738840,2019-09-16,french,1.0,1.0,0.667,0.0,1.0,1.0,0.0,0.667,0.667,35-44,male,capitale_nationale
21656926405,2019-09-16,french,0.0,0.0,0.667,0.333,0.667,0.667,0.0,0.0,0.667,45-54,,monteregie
10162162172,2019-09-16,french,0.333,0.333,0.333,0.0,0.0,1.0,0.333,0.0,1.0,45-54,male,capitale_nationale
83344026706,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,1.0,0.0,0.333,0.333,25-34,male,capitale_nationale
49400281497,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.667,45-54,female,capitale_nationale
70589855570,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,65+,female,mauricie
64661361724,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,25-34,female,nord_du_quebec
15475520621,2019-09-16,french,0.0,0.0,0.333,0.333,0.0,0.667,0.0,0.0,0.667,35-44,male,outaouais
88583198248,2019-09-16,french,1.0,1.0,1.0,0.333,0.333,1.0,0.333,0.333,1.0,18-24,male,estrie
93617631490,2019-09-16,french,0.0,0.0,0.0,0.667,0.333,0.667,0.333,0.0,0.333,35-44,male,cote_nord
48878827518,2019-09-16,french,1.0,1.0,0.667,0.0,0.333,0.667,0.333,0.333,1.0,35-44,female,outaouais
90859764897,2019-09-16,french,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,25-34,male,capitale_nationale
95361644968,2019-09-16,french,0.667,0.667,0.667,0.0,0.333,1.0,0.0,0.0,,65+,male,estrie
61363646462,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,35-44,male,capitale_nationale
18272594305,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35-44,male,nord_du_quebec
98547174146,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,capitale_nationale
63892997143,2019-09-16,french,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,male,montreal
67622311318,2019-09-16,french,1.0,,1.0,1.0,1.0,1.0,0.667,,1.0,25-34,non_binary,capitale_nationale
84575527873,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,45-54,male,saguenay_lac_saint_jean
71154786181,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.667,18-24,female,capitale_nationale
26526440499,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.333,0.0,0.333,25-34,female,saguenay_lac_saint_jean
39084097844,2019-09-16,french,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,,45-54,female,saguenay_lac_saint_jean
21080072458,2019-09-16,french,1.0,1.0,1.0,0.667,1.0,1.0,0.333,0.333,1.0,45-54,,mauricie
47658252469,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,female,capitale_nationale
77557919417,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,18-24,male,capitale_nationale
27070545696,2019-09-16,french,0.667,0.667,0.667,0.333,0.667,1.0,0.0,0.0,1.0,55-64,male,outaouais
61052238855,2019-09-16,french,0.0,0.0,0.333,0.667,0.0,1.0,0.0,0.0,0.333,35-44,male,outaouais
26611970433,2019-09-16,french,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,25-34,female,saguenay_lac_saint_jean
98087568424,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.333,35-44,male,mauricie
39508259145,2019-09-16,french,0.0,0.0,0.0,,0.0,0.333,0.667,0.0,0.0,55-64,male,capitale_nationale
60298420428,2019-09-16,french,1.0,1.0,1.0,1.0,1.0,1.0,0.667,0.667,1.0,18-24,male,cote_nord
62278612756,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,35-44,male,capitale_nationale
98554051237,2019-09-16,french,1.0,1.0,1.0,1.0,0.0,1.0,0.667,0.667,1.0,55-64,female,estrie
13323682217,2019-09-16,french,0.0,0.0,,0.0,0.333,0.667,0.0,0.0,0.667,35-44,female,capitale_nationale
80497819080,2019-09-16,french,0.667,0.667,0.667,0.333,0.333,1.0,0.333,0.333,1.0,35-44,female,capitale_nationale
16497672078,2019-09-16,french,1.0,1.0,1.0,1.0,0.667,1.0,0.667,0.667,1.0,18-24,male,chaudiere_appalaches
43148724290,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,35-44,female,capitale_nationale
61263350924,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,55-64,male,capitale_nationale
51374552645,2019-09-16,french,0.333,0.333,0.333,0.333,0.333,0.333,0.0,0.0,0.333,65+,male,chaudiere_appalaches
46272424675,2019-09-16,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,35-44,female,mauricie
99209013117,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.667,25-34,female,outaouais
80236864376,2019-09-16,french,0.333,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.667,45-54,female,cote_nord
31671577069,2019-09-16,english,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,25-34,male,cote_nord
93954123451,2019-09-16,french,1.0,0.667,0.667,0.333,0.333,0.667,0.0,0.0,0.667,65+,female,cote_nord
44473240007,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,25-34,male,capitale_nationale
28052832019,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,35-44,male,outaouais
41694796063,2019-09-16,french,1.0,0.667,0.667,0.0,0.333,0.667,0.667,0.333,1.0,55-64,male,capitale_nationale
59116012889,2019-09-16,french,0.333,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.333,35-44,male,mauricie
37588987924,2019-09-16,french,0.333,0.333,0.333,0.0,0.0,0.667,0.0,0.0,0.333,18-24,female,bas_saint_laurent
64256321739,2019-09-16,french,0.333,0.333,0.333,0.0,0.0,0.333,0.0,0.333,0.333,25-34,female,chaudiere_appalaches
10044459615,2019-09-16,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,35-44,male,capitale_nationale
