id_respondent,weight_main,ses_gender,ses_age,ses_age_category,ses_language,ses_ethnicity,ses_education,ses_income_household,ses_occupation,ses_region,ses_born_canada,ses_marital_status,ses_union_member,ses_household_size,ses_homeowner,ses_children_home,ses_religion,ses_religiosity,ses_region_administrative,tech_sample_type,ses_spouse_union_member,op_interest_politics,op_follow_campaign,op_care_election_outcome,op_satisfaction_democracy,op_trust_government,op_politics_too_complicated,behav_vote_turnout_2007,behav_vote_choice_provincial,behav_vote_choice_federal,behav_vote_certainty,behav_vote_decision_timing,behav_vote_considered_other_party,behav_campaign_interest,behav_vote_frequency,behav_contacted_by_party,behav_tried_convince_others,behav_attended_political_events,behav_political_donation,behav_signed_petition,behav_boycott_products,behav_protest_participation,behav_union_household,behav_party_identification_provincial,behav_party_identification_federal,op_rating_leader_1,op_rating_leader_2,op_rating_leader_3,op_rating_leader_4,op_rating_leader_5,op_rating_entity_1,op_rating_entity_2,op_rating_entity_3,op_rating_entity_4,op_rating_entity_5,op_rating_institution_1,op_rating_institution_2,op_sovereignty,op_referendum_vote,op_referendum_certainty,op_issue_position_1,op_issue_position_2,op_issue_position_3,op_attitude_1,op_attitude_2,op_voting_duty,op_attitude_4,op_government_responsiveness,op_mps_lose_touch,op_attitude_7,op_attitude_8,op_government_intervention,op_left_right_position,op_redistribution,op_environment_economy,op_attitude_minorities,op_immigration_level,op_attitude_13,op_attitude_14,op_attitude_15,op_attitude_16,op_attitude_17,op_issue_importance_1,op_issue_importance_2,op_issue_importance_3
225,1.728875994682312,female,46.0,45_54,other,other,bachelor,40k_to_60k,employed,6,,single,0.0,1_person,1.0,children_under_18,catholic,0.5,montreal,type_1,,1.0,1.0,1.0,1.0,0.67,0.67,1.0,pq,liberal,0.67,1.0,1.0,0.67,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.67,1.0,pq,liberal,0.8,0.7,0.4,,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.8,1.0,0.0,0.33,0.67,0.33,1.0,0.67,1.0,1.0,0.0,0.0,1.0,0.67,0.0,1.0,0.8,0.8,0.2,0.6,0.6,0.8,0.8,1.0,1.0,1.0,1.0,0.83,0.83
226,0.212483525276184,female,59.0,55_64,french,canadian_quebecois,high_school,,self_employed,3,1.0,widowed,1.0,2_persons,1.0,no_children,other_christian,0.5,,type_1,,1.0,1.0,0.67,1.0,0.67,0.67,1.0,plq,,0.67,1.0,1.0,1.0,1.0,0.33,1.0,0.67,1.0,0.0,0.0,0.67,1.0,,,0.5,0.7,0.8,0.3,0.3,0.5,0.8,0.7,,,0.5,0.7,1.0,1.0,0.33,0.67,1.0,0.0,0.33,0.33,1.0,1.0,0.0,0.67,1.0,1.0,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.6,1.0,0.8,0.67,0.67,0.67
227,0.2219046652317047,male,51.0,45_54,french,canadian_quebecois,high_school,under_20k,student,3,1.0,divorced_separated,0.0,2_persons,0.0,children_under_18,no_religion,0.5,montreal,type_1,,1.0,0.67,0.67,1.0,0.67,0.67,1.0,plq,,0.67,0.75,1.0,0.67,1.0,1.0,1.0,0.33,1.0,1.0,1.0,0.67,1.0,qs,liberal,0.57,0.5,0.4,0.35,0.52,0.52,0.7,0.55,0.66,0.25,0.5,0.5,1.0,0.0,0.67,0.67,1.0,0.67,0.33,0.33,1.0,0.67,0.67,0.0,0.67,0.33,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.67
228,1.022304654121399,female,48.0,45_54,french,canadian_quebecois,college_cegep,20k_to_40k,employed,2,1.0,divorced_separated,,3_4_persons,0.0,no_children,,,,type_1,0.0,1.0,1.0,0.33,1.0,0.0,0.0,1.0,plq,ndp,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.67,1.0,adq,conservative,0.2,0.5,0.8,,,0.5,0.5,0.7,0.3,,0.8,0.8,0.0,,0.33,0.67,0.33,0.67,0.33,0.33,1.0,0.67,0.67,0.67,0.67,0.33,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.0,0.6,0.6,0.67,0.17,0.67
229,0.3228451609611511,female,67.0,65_plus,french,canadian_quebecois,college_cegep,20k_to_40k,self_employed,3,1.0,married,1.0,3_4_persons,1.0,children_under_18,other_christian,0.5,montreal,type_1,,0.67,1.0,0.67,1.0,0.67,0.33,0.0,pq,liberal,1.0,1.0,1.0,0.33,0.5,0.67,0.67,0.33,0.0,1.0,1.0,0.0,0.0,,,0.7,0.1,0.7,0.1,0.0,0.1,0.01,0.3,,,0.29,0.1,,0.0,0.0,0.67,0.67,0.67,0.33,0.33,1.0,0.67,0.67,0.67,0.0,0.0,0.6,0.6,0.6,0.6,0.6,,0.6,0.6,0.6,0.6,0.6,0.67,,0.67
230,0.8856703639030457,female,46.0,45_54,english,canadian_quebecois,bachelor,under_20k,employed,16,0.0,widowed,1.0,3_4_persons,0.0,children_18_plus,no_religion,0.0,eastern_quebec,type_1,,1.0,1.0,1.0,1.0,1.0,0.67,1.0,adq,other,0.67,1.0,1.0,0.67,0.5,1.0,0.67,0.33,0.0,0.0,1.0,0.67,0.0,other,,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.6,1.0,1.0,0.0,1.0,1.0,0.33,0.33,1.0,0.33,0.33,0.67,0.67,0.67,0.0,1.0,,,0.2,1.0,1.0,0.8,0.8,1.0,1.0,,,,
231,1.5116838216781616,female,30.0,25_34,french,canadian_quebecois,bachelor,40k_to_60k,employed,2,1.0,widowed,1.0,3_4_persons,0.0,both,other_religion,0.5,outaouais,type_1,,0.67,0.67,1.0,0.67,0.67,0.0,1.0,adq,liberal,0.67,1.0,0.67,0.0,1.0,0.67,0.67,0.67,0.0,0.0,1.0,0.67,1.0,qs,conservative,0.25,0.6,0.0,1.0,0.8,0.25,0.6,0.0,1.0,0.8,1.0,0.8,0.0,1.0,0.67,0.33,1.0,0.0,0.33,0.0,0.33,0.0,0.0,1.0,1.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5
232,0.2516313791275024,female,54.0,45_54,french,canadian_quebecois,graduate,20k_to_40k,employed,3,1.0,widowed,1.0,5_plus_persons,0.0,children_18_plus,protestant,0.5,montreal,type_1,,1.0,1.0,0.67,1.0,1.0,0.33,1.0,adq,liberal,1.0,1.0,0.67,0.0,1.0,0.33,0.67,0.33,,0.0,1.0,0.33,1.0,pq,bloc,0.5,0.75,0.3,0.75,0.75,0.5,0.6,0.3,0.7,0.5,0.1,0.1,0.0,1.0,0.33,0.67,1.0,0.0,0.33,0.67,1.0,0.0,0.0,1.0,1.0,0.0,0.8,0.4,0.8,0.2,0.4,0.4,0.8,0.8,0.8,0.8,0.4,0.17,0.5,0.5
233,0.2516313791275024,female,50.0,45_54,french,canadian_quebecois,bachelor,,employed,12,1.0,widowed,0.0,5_plus_persons,1.0,no_children,protestant,0.5,,type_1,,1.0,1.0,1.0,1.0,0.33,0.33,0.0,plq,,0.0,0.75,0.33,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,0.0,,,0.0,0.01,0.0,0.0,0.01,0.0,0.4,0.1,0.9,,0.0,0.8,1.0,0.0,0.0,0.67,0.67,1.0,0.67,0.33,1.0,0.0,0.0,0.67,0.33,0.0,0.4,0.4,0.4,0.2,0.4,0.4,0.4,,,0.2,0.2,0.17,0.5,0.5
234,0.9961626529693604,female,37.0,35_44,french,canadian_quebecois,high_school,,homemaker,14,1.0,widowed,,3_4_persons,0.0,children_under_18,protestant,0.5,other_regions,type_1,,1.0,1.0,0.67,0.67,1.0,1.0,1.0,other,liberal,0.67,0.75,1.0,0.0,1.0,0.67,0.67,0.33,1.0,1.0,1.0,0.67,1.0,pq,ndp,0.0,0.6,0.5,,,0.0,0.7,0.4,,,0.0,0.6,0.0,1.0,0.33,0.67,0.67,0.33,0.33,0.67,1.0,,0.33,0.67,0.67,0.0,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.8,0.8,,0.8,0.83,0.83,0.83
235,0.6453179717063904,male,24.0,18_24,french,canadian_quebecois,bachelor,20k_to_40k,employed,3,1.0,widowed,1.0,2_persons,0.0,children_18_plus,no_religion,1.0,outaouais,type_1,,0.0,0.67,0.0,1.0,0.67,0.0,1.0,plq,bloc,0.67,0.75,0.67,0.0,0.5,0.67,0.33,0.67,1.0,,1.0,0.67,1.0,other,ndp,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.7,0.7,0.8,0.5,0.8,0.0,1.0,0.0,1.0,0.67,0.0,0.67,0.0,1.0,0.33,0.67,0.67,0.67,1.0,0.6,0.8,1.0,0.2,0.4,0.6,0.6,0.8,,1.0,1.0,0.67,0.33,0.67
236,1.1757395267486572,male,72.0,65_plus,french,canadian_quebecois,high_school,under_20k,self_employed,6,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,other_christian,0.5,other,type_1,,1.0,1.0,0.33,0.67,1.0,0.0,1.0,pq,liberal,0.67,1.0,0.67,1.0,0.5,1.0,1.0,0.33,1.0,1.0,1.0,0.67,1.0,adq,,0.0,0.5,0.8,,0.25,0.0,0.4,0.8,0.3,,1.0,0.8,0.0,1.0,0.0,1.0,1.0,0.67,0.33,0.33,1.0,0.67,0.67,0.33,0.33,0.67,0.6,0.6,0.6,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
237,1.4200392961502075,male,,,french,canadian_quebecois,high_school,,employed,17,1.0,divorced_separated,1.0,2_persons,1.0,children_under_18,no_religion,0.5,,type_1,,1.0,1.0,0.67,1.0,0.67,0.67,1.0,plq,conservative,0.67,0.75,0.67,0.67,0.5,0.67,0.67,0.33,1.0,1.0,1.0,0.0,1.0,adq,conservative,0.4,0.5,,0.5,,0.1,0.4,0.6,,,0.5,0.5,1.0,1.0,0.67,1.0,0.67,0.67,0.33,0.33,1.0,0.67,1.0,0.67,1.0,0.33,0.6,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.67,0.67,0.67
238,0.9346079230308532,male,55.0,45_54,french,other,bachelor,,employed,33,1.0,divorced_separated,0.0,3_4_persons,1.0,no_children,protestant,1.0,other_regions,type_1,,1.0,1.0,0.67,1.0,1.0,1.0,1.0,plq,ndp,1.0,1.0,1.0,1.0,0.5,0.33,1.0,0.33,1.0,0.0,1.0,0.33,1.0,pq,ndp,0.1,0.75,0.4,0.6,0.75,0.1,0.8,0.4,0.5,0.3,0.75,0.5,0.0,1.0,1.0,1.0,1.0,0.67,0.67,0.67,1.0,1.0,0.67,0.33,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.67
239,1.022304654121399,female,49.0,45_54,french,canadian_quebecois,bachelor,20k_to_40k,employed,1,1.0,widowed,1.0,5_plus_persons,,no_children,protestant,0.5,other_regions,type_1,,1.0,1.0,0.67,1.0,0.33,0.0,1.0,pq,ndp,1.0,1.0,0.67,0.67,1.0,0.67,0.67,0.0,1.0,0.0,1.0,0.67,0.0,qs,conservative,0.1,0.75,0.03,0.75,0.3,0.01,0.75,0.0,0.85,0.3,0.9,0.85,0.0,1.0,0.67,0.67,0.67,0.33,0.67,0.67,1.0,0.0,0.0,0.33,0.0,0.0,0.4,0.8,0.8,0.8,0.4,0.4,0.8,0.8,0.4,0.8,0.4,0.83,0.5,0.5
240,0.3228451609611511,female,70.0,65_plus,french,canadian_quebecois,college_cegep,20k_to_40k,self_employed,3,1.0,widowed,1.0,3_4_persons,1.0,children_under_18,protestant,0.5,other_regions,type_1,,1.0,0.67,0.33,1.0,1.0,0.33,1.0,adq,liberal,0.67,0.75,0.33,0.33,1.0,0.33,0.33,0.67,0.0,,0.0,1.0,0.0,pq,ndp,0.2,0.8,0.85,0.0,0.5,0.05,0.6,0.8,0.5,0.0,0.0,0.5,0.0,,0.67,1.0,0.33,0.67,1.0,0.67,1.0,1.0,0.67,0.33,0.33,0.33,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.67,0.67,0.67
241,1.1706970930099487,female,85.0,65_plus,french,canadian_quebecois,high_school,20k_to_40k,self_employed,33,1.0,divorced_separated,0.0,1_person,1.0,both,catholic,1.0,,type_1,,1.0,0.67,1.0,1.0,0.67,1.0,1.0,plq,ndp,1.0,1.0,1.0,0.67,0.5,0.67,0.67,0.67,0.0,0.0,0.0,1.0,1.0,plq,ndp,0.98,0.0,0.5,0.25,0.3,0.6,0.0,0.5,0.3,,0.05,0.5,0.0,1.0,0.33,0.67,0.33,0.33,0.33,1.0,0.33,0.67,1.0,,0.67,0.67,1.0,1.0,1.0,0.2,0.6,0.6,1.0,1.0,1.0,1.0,0.6,1.0,0.67,0.67
242,0.2516313791275024,female,54.0,45_54,french,canadian_quebecois,college_cegep,100k_to_120k,employed,3,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,,,,type_1,0.0,1.0,0.33,0.67,1.0,0.33,0.33,1.0,plq,,0.33,0.75,0.33,0.67,0.5,1.0,1.0,0.33,1.0,0.0,1.0,0.67,1.0,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.0,1.0,0.0,1.0,1.0,0.67,0.33,0.33,1.0,0.0,0.67,0.0,0.67,0.0,,,,0.2,0.4,0.4,0.8,0.8,,,0.4,0.17,0.5,0.5
243,0.4941793382167816,male,64.0,55_64,other,other,graduate,80k_to_100k,employed,3,1.0,common_law,0.0,3_4_persons,0.0,no_children,catholic,0.5,montreal,type_1,,1.0,0.67,0.67,0.67,0.67,0.67,1.0,plq,ndp,0.33,0.5,0.67,1.0,0.5,1.0,1.0,0.33,1.0,,0.0,0.67,1.0,plq,ndp,0.5,0.25,0.5,0.5,0.5,0.75,0.25,0.6,0.6,0.5,0.6,0.6,0.0,1.0,0.0,0.67,0.0,1.0,0.67,1.0,1.0,0.67,1.0,1.0,1.0,0.67,0.6,0.8,1.0,0.2,0.4,1.0,0.6,0.8,1.0,0.6,1.0,1.0,0.5,0.5
244,0.2516313791275024,female,50.0,45_54,french,canadian_quebecois,graduate,over_150k,employed,12,1.0,divorced_separated,1.0,5_plus_persons,0.0,children_under_18,,,,type_1,1.0,0.67,1.0,1.0,1.0,0.0,0.0,1.0,adq,liberal,0.0,0.0,0.0,0.0,,1.0,1.0,0.33,0.0,0.0,1.0,0.33,0.0,,,0.0,0.75,0.6,0.4,0.1,0.0,0.9,0.9,0.9,,0.75,0.75,0.0,1.0,0.0,0.0,0.67,0.67,0.67,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.8,0.8,0.8,0.4,,0.8,0.8,,,,0.83,0.83,0.67
245,1.1433428525924685,male,45.0,35_44,french,canadian_quebecois,elementary,under_20k,student,7,1.0,divorced_separated,1.0,1_person,1.0,no_children,other_christian,0.0,montreal,type_1,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.67,1.0,1.0,0.67,0.5,1.0,0.67,0.33,0.0,0.0,0.0,0.67,1.0,,,0.8,0.4,0.6,0.65,0.3,0.1,0.2,0.45,0.5,0.7,0.45,0.65,0.0,,0.0,1.0,1.0,0.67,0.33,0.33,0.67,0.67,1.0,0.67,0.67,1.0,,0.6,,,,,0.6,,,,,0.67,,0.67
246,2.347308874130249,male,40.0,35_44,english,canadian_quebecois,bachelor,under_20k,student,7,0.0,widowed,,3_4_persons,0.0,no_children,catholic,0.0,quebec_city,type_1,,1.0,0.67,1.0,0.33,0.67,1.0,0.0,adq,conservative,0.67,0.75,0.67,0.67,0.5,0.33,0.33,0.67,1.0,0.0,1.0,0.67,1.0,,,0.4,0.0,0.22,0.2,0.2,0.5,0.1,0.1,0.1,0.2,0.04,0.8,0.0,0.0,0.0,0.67,0.67,0.33,0.67,1.0,0.67,0.0,0.67,0.33,0.33,0.0,1.0,1.0,1.0,,,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.17,0.17
247,1.1706970930099487,female,71.0,65_plus,french,canadian_quebecois,high_school,under_20k,self_employed,32,1.0,married,0.0,1_person,1.0,no_children,protestant,0.5,other_regions,type_1,,1.0,1.0,1.0,1.0,0.0,0.33,1.0,,,1.0,,1.0,1.0,1.0,0.67,0.67,0.33,0.0,0.0,1.0,0.67,1.0,,ndp,0.2,0.9,0.8,0.3,0.1,0.1,0.7,0.9,0.1,0.1,0.01,0.5,1.0,1.0,0.0,0.0,0.0,0.67,0.33,0.67,1.0,0.0,0.67,0.67,0.0,0.0,1.0,,,,,0.6,,0.6,0.6,,,1.0,0.17,0.67
248,0.6555481553077698,female,54.0,45_54,french,canadian_quebecois,high_school,under_20k,homemaker,6,1.0,widowed,0.0,3_4_persons,0.0,children_under_18,protestant,0.0,monteregie,type_1,,1.0,1.0,1.0,0.67,0.33,1.0,0.0,plq,,0.33,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.05,0.04,,,0.0,0.4,0.3,,,0.3,0.3,1.0,1.0,0.33,0.0,0.67,0.67,0.67,0.0,1.0,0.0,0.0,0.33,0.33,0.0,,,,,,,,,,,,0.83,,0.83
249,0.9124647378921508,female,45.0,35_44,french,canadian_quebecois,bachelor,20k_to_40k,employed,32,1.0,widowed,1.0,,0.0,children_under_18,protestant,0.5,monteregie,type_1,,1.0,1.0,1.0,1.0,0.67,0.67,1.0,plq,ndp,0.67,1.0,1.0,1.0,1.0,0.67,1.0,0.33,1.0,1.0,1.0,0.33,,plq,ndp,0.1,0.75,0.75,,0.8,0.0,0.6,0.7,,,0.7,0.7,,1.0,0.67,0.67,0.33,0.67,0.67,0.67,1.0,,0.33,,0.67,0.0,0.8,0.8,0.8,0.2,0.6,0.6,0.6,0.8,0.6,0.8,0.8,0.67,0.67,0.67
250,0.3823769092559814,female,43.0,35_44,french,canadian_quebecois,college_cegep,over_150k,employed,3,1.0,widowed,,3_4_persons,1.0,children_18_plus,catholic,0.0,,type_1,,1.0,1.0,0.33,0.67,0.33,0.33,1.0,pq,other,0.67,1.0,0.67,0.33,0.5,0.67,0.67,0.33,1.0,0.0,0.0,0.67,1.0,plq,conservative,0.75,0.65,0.5,,,0.75,0.5,0.5,,,0.5,0.6,1.0,1.0,0.0,0.67,1.0,0.67,0.33,0.0,0.33,0.0,0.0,0.33,0.33,0.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67
251,1.3925409317016602,male,42.0,35_44,french,canadian_quebecois,bachelor,under_20k,employed,6,1.0,divorced_separated,1.0,5_plus_persons,0.0,children_18_plus,protestant,0.5,other_regions,type_1,,1.0,1.0,1.0,0.67,1.0,0.67,1.0,plq,ndp,1.0,0.75,0.67,0.67,1.0,0.33,0.67,0.33,0.0,0.0,0.0,0.67,1.0,pq,green,0.2,0.8,0.2,0.5,0.5,0.2,0.5,0.1,0.5,0.1,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.33,0.33,0.67,1.0,0.0,0.0,0.67,0.67,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.83
252,0.7738205194473267,male,62.0,55_64,french,canadian_quebecois,college_cegep,20k_to_40k,self_employed,13,1.0,widowed,1.0,2_persons,1.0,children_18_plus,other_christian,0.5,other_regions,type_1,,1.0,1.0,1.0,1.0,0.67,0.67,1.0,adq,conservative,0.67,1.0,1.0,0.33,0.5,1.0,1.0,0.33,1.0,0.0,0.0,0.67,1.0,adq,conservative,0.35,0.3,0.6,0.1,0.08,0.3,0.35,0.6,0.1,0.12,0.3,0.6,1.0,1.0,0.0,0.67,0.67,0.67,1.0,0.33,1.0,0.0,0.67,1.0,0.67,0.33,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.67,0.83,0.67
253,0.7705016136169434,female,56.0,55_64,french,canadian_quebecois,college_cegep,under_20k,homemaker,4,1.0,widowed,0.0,1_person,1.0,no_children,catholic,0.5,quebec_city,type_1,,1.0,1.0,1.0,1.0,0.67,0.33,1.0,plq,conservative,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.67,1.0,0.0,0.0,0.67,0.0,,,0.65,0.3,0.5,0.0,0.0,0.65,0.3,0.35,,0.2,0.4,0.5,0.0,1.0,0.0,0.67,1.0,0.33,1.0,0.33,1.0,0.33,1.0,0.67,1.0,0.33,1.0,0.6,,0.6,1.0,1.0,1.0,0.8,,,1.0,1.0,,0.67
254,1.1433428525924685,male,52.0,45_54,french,other_european,high_school,60k_to_80k,employed,26,1.0,divorced_separated,0.0,3_4_persons,1.0,no_children,,,montreal,type_1,0.0,0.67,0.67,0.67,0.67,0.33,0.0,1.0,plq,ndp,0.67,0.75,0.67,0.33,1.0,0.33,1.0,0.33,1.0,0.0,1.0,0.67,0.0,pq,liberal,0.3,0.5,0.6,,0.2,0.2,0.3,0.5,,,0.4,0.6,0.0,1.0,0.67,0.67,1.0,1.0,0.67,0.33,1.0,1.0,0.0,0.33,0.33,0.33,1.0,,,0.2,1.0,0.8,0.8,1.0,1.0,0.8,1.0,0.67,0.83,0.67
255,0.9961626529693604,female,44.0,35_44,french,canadian_quebecois,graduate,over_150k,employed,14,1.0,widowed,1.0,5_plus_persons,0.0,both,other_religion,0.5,other_regions,type_1,,0.67,0.67,0.67,0.67,0.33,0.33,1.0,plq,other,0.67,1.0,1.0,0.33,1.0,0.33,0.67,0.0,1.0,,1.0,0.67,0.0,qs,conservative,0.0,0.3,0.0,0.75,0.7,0.0,0.7,0.0,0.8,0.75,0.7,0.5,0.0,1.0,0.0,0.67,0.67,0.0,0.67,0.67,1.0,0.0,0.0,0.67,0.67,0.33,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.4,0.4,0.4,0.83,0.5,0.5
256,0.5535573959350586,female,60.0,55_64,french,canadian_quebecois,bachelor,,employed,14,1.0,widowed,1.0,,0.0,children_18_plus,protestant,0.0,monteregie,type_1,,1.0,1.0,0.67,1.0,0.67,0.33,1.0,adq,liberal,1.0,1.0,1.0,0.33,1.0,0.67,0.67,0.33,1.0,0.0,1.0,0.67,1.0,pq,green,0.5,0.5,0.3,0.3,0.3,0.4,0.4,0.3,0.6,,0.5,0.5,0.0,1.0,0.33,0.67,0.67,0.67,0.33,0.67,1.0,,0.33,0.67,0.33,0.67,0.8,0.8,,,,0.8,0.8,0.8,,,,1.0,0.17,0.67
257,0.9163962006568908,male,50.0,45_54,french,canadian_quebecois,graduate,60k_to_80k,retired,6,1.0,widowed,,5_plus_persons,0.0,children_under_18,,,,type_1,0.0,1.0,1.0,0.67,1.0,0.33,0.33,1.0,plq,ndp,0.33,0.5,0.0,0.67,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,0.2,0.4,0.3,0.0,0.0,0.2,0.4,0.3,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.67,0.67,0.0,,0.33,0.0,0.67,0.0,0.33,0.4,,,0.2,,,,,,0.4,,0.67,0.17,0.17
258,0.9163962006568908,male,51.0,45_54,french,canadian_quebecois,graduate,40k_to_60k,employed,14,1.0,single,0.0,1_person,1.0,children_18_plus,other_christian,0.5,montreal,type_1,,1.0,1.0,1.0,1.0,1.0,0.33,1.0,plq,bloc,0.33,1.0,1.0,,0.5,1.0,0.67,0.33,1.0,0.0,1.0,0.33,1.0,adq,green,0.4,0.4,0.6,0.2,0.4,0.5,0.3,0.7,0.2,0.2,0.5,0.6,0.0,0.0,0.0,0.67,0.33,0.33,0.67,0.0,1.0,0.0,0.0,0.33,0.33,0.0,0.6,0.6,0.6,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
259,0.9693608283996582,female,32.0,25_34,french,canadian_quebecois,bachelor,,employed,16,1.0,widowed,1.0,5_plus_persons,0.0,no_children,other_christian,0.5,montreal,type_1,,1.0,1.0,0.67,1.0,0.67,0.67,1.0,plq,ndp,0.67,0.5,0.67,0.67,0.5,0.67,0.33,0.33,1.0,0.0,0.0,0.67,1.0,adq,liberal,0.5,0.4,0.6,,0.25,0.6,0.4,0.8,0.2,,0.0,,0.0,1.0,0.0,1.0,0.33,0.67,0.33,1.0,0.33,0.33,0.67,0.33,0.33,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
260,1.1433428525924685,male,54.0,45_54,french,canadian_quebecois,high_school,40k_to_60k,employed,26,1.0,common_law,1.0,3_4_persons,0.0,children_under_18,protestant,0.0,other_regions,type_1,,1.0,1.0,1.0,0.67,0.33,0.33,1.0,adq,liberal,0.67,1.0,1.0,0.33,1.0,0.67,0.67,0.33,0.0,,1.0,0.33,1.0,pq,,0.15,0.5,0.3,0.25,0.25,0.05,0.4,0.4,0.5,0.5,1.0,0.6,0.0,1.0,0.33,0.67,1.0,0.67,0.67,0.33,1.0,0.0,0.0,1.0,1.0,0.0,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.83,0.83,0.67
261,2.575615167617798,female,18.0,18_24,english,other,college_cegep,under_20k,retired,6,0.0,common_law,1.0,2_persons,0.0,children_18_plus,catholic,0.5,monteregie,type_1,,1.0,1.0,0.67,1.0,0.67,0.67,1.0,pq,bloc,1.0,1.0,0.67,0.67,0.5,0.67,0.67,0.67,,0.0,1.0,1.0,0.0,plq,green,0.8,0.5,0.5,,0.75,0.75,0.5,0.6,0.6,0.7,0.8,0.9,0.0,0.0,0.0,1.0,1.0,0.33,0.33,1.0,0.33,0.0,0.0,,1.0,0.67,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33
262,1.3550678491592407,male,32.0,25_34,french,canadian_quebecois,graduate,40k_to_60k,employed,6,1.0,widowed,1.0,5_plus_persons,0.0,children_18_plus,protestant,0.0,outaouais,type_1,,0.67,1.0,0.67,1.0,0.0,0.0,1.0,adq,liberal,0.67,1.0,1.0,0.0,1.0,0.67,1.0,0.0,1.0,0.0,1.0,0.0,1.0,pq,bloc,0.5,0.8,0.2,0.75,0.75,0.4,0.5,0.1,0.6,0.5,0.75,0.75,0.0,1.0,0.67,0.67,0.67,0.67,0.33,0.67,1.0,,0.33,0.67,0.67,0.0,0.8,0.8,1.0,0.2,0.8,0.8,0.8,0.8,0.8,1.0,0.4,0.5,0.5,0.5
263,0.6555481553077698,female,48.0,45_54,french,canadian_quebecois,high_school,under_20k,student,16,0.0,married,1.0,2_persons,1.0,children_under_18,catholic,0.5,outaouais,type_1,,1.0,1.0,0.67,1.0,1.0,0.33,1.0,plq,conservative,0.67,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,plq,,0.5,0.3,0.5,0.4,0.5,0.5,0.2,0.4,,0.4,0.0,0.0,0.0,1.0,0.0,0.67,0.33,1.0,0.33,1.0,1.0,1.0,0.67,0.0,0.0,0.0,,1.0,,,,1.0,1.0,,,,0.6,0.17,0.17,0.67
264,0.6555481553077698,female,47.0,45_54,french,canadian_quebecois,college_cegep,,employed,6,1.0,single,0.0,1_person,1.0,both,protestant,0.5,,type_1,,1.0,1.0,1.0,1.0,0.33,0.33,1.0,adq,liberal,0.67,1.0,1.0,0.0,1.0,1.0,1.0,0.33,1.0,0.0,1.0,0.67,1.0,,,0.1,0.6,0.4,0.1,0.05,0.0,0.6,0.4,0.1,0.05,0.7,0.4,0.0,1.0,0.67,0.67,1.0,0.0,0.67,0.67,1.0,0.33,0.0,1.0,0.33,0.0,0.8,0.6,0.6,0.6,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.67
